,phone,country,area,number,normalized
55f57379b1c8a72c345d662d,0351 8587430,,351,8587430,0351 8587430
55f57379b1c8a72c345d662e,0351 4278642,,351,4278642,0351 4278642
55f57379b1c8a72c345d6696,0351 8471812,,351,8471812,0351 8471812
55f57379b1c8a72c345d669c,0351 8485112,,351,8485112,0351 8485112
55f57379b1c8a72c345d669d,0351 79548640,,351,79548640,0351 79548640
55f57379b1c8a72c345d6727,0351 853570,,351,853570,0351 853570
55f5737ab1c8a72c345d6bc4,+49 173 3665934,49,173,3665934,+49 173 3665934
55f5737bb1c8a72c345d75f3,+49 351 89691100,49,351,89691100,+49 351 89691100
55f5737bb1c8a72c345d777d,+49 351 6491358,49,351,6491358,+49 351 6491358
55f5737bb1c8a72c345d778a,+49 351 6491358,49,351,6491358,+49 351 6491358
55f5737bb1c8a72c345d778b,+49 351 647160,49,351,647160,+49 351 647160
55f5737bb1c8a72c345d8064,0351 4291220,,351,4291220,0351 4291220
55f5737cb1c8a72c345d8dc6,+49 351 646303,49,351,646303,+49 351 646303
55f5737db1c8a72c345d8f6c,+49 3529 515720,49,3529,515720,+49 3529 515720
55f5737db1c8a72c345d9313,+49  3529 519494,49,3529,519494,+49 3529 519494
55f5737db1c8a72c345d9314,+49 3529 5038211,49,3529,5038211,+49 3529 5038211
55f5737db1c8a72c345d9439,+49 351 8365862,49,351,8365862,+49 351 8365862
55f5737db1c8a72c345d9960,0351 81074363,,351,81074363,0351 81074363
55f5737eb1c8a72c345da585,+49 351 422 11 23,49,351,422 11 23,+49 351 422 11 23
55f57381b1c8a72c345dc0a3,0351 5000657,,351,5000657,0351 5000657
55f57381b1c8a72c345dc4ba,+49 351 6463289,49,351,6463289,+49 351 6463289
55f57381b1c8a72c345dc4be,+49 351 6419690,49,351,6419690,+49 351 6419690
55f57381b1c8a72c345dc4d5,+49 351 6445224,49,351,6445224,+49 351 6445224
55f57381b1c8a72c345dc4f2,+49 351 6419791,49,351,6419791,+49 351 6419791
55f57381b1c8a72c345dc4f6,+49 351 6492593,49,351,6492593,+49 351 6492593
55f57381b1c8a72c345dc4f7,+49 351 6491084,49,351,6491084,+49 351 6491084
55f57381b1c8a72c345dc4f8,+49 351 4600796,49,351,4600796,+49 351 4600796
55f57381b1c8a72c345dc4fb,0351 49776246,,351,49776246,0351 49776246
55f57381b1c8a72c345dc638,+49 351 31431190,49,351,31431190,+49 351 31431190
55f57381b1c8a72c345dc649,+49 351 3121195,49,351,3121195,+49 351 3121195
55f57381b1c8a72c345dc71a,0351 43811124,,351,43811124,0351 43811124
55f57381b1c8a72c345dc72a,+49 351 8361445,49,351,8361445,+49 351 8361445
55f57381b1c8a72c345dc76f,+49 351 4817070,49,351,4817070,+49 351 4817070
55f57381b1c8a72c345dc880,0351 8642 820,,351,8642 820,0351 8642 820
55f57381b1c8a72c345dc881,0351 8642 855,,351,8642 855,0351 8642 855
55f57381b1c8a72c345dc884,0351 8642950,,351,8642950,0351 8642950
55f57381b1c8a72c345dc885,0351 8642964,,351,8642964,0351 8642964
55f57381b1c8a72c345dc8b1,0351 4976196,,351,4976196,0351 4976196
55f57381b1c8a72c345dc8b3,0351 2721296,,351,2721296,0351 2721296
55f57381b1c8a72c345dc8c7,0351 5633090,,351,5633090,0351 5633090
55f57381b1c8a72c345dc8c8,0351 4850998,,351,4850998,0351 4850998
55f57381b1c8a72c345dc8d6,0351 563309943,,351,563309943,0351 563309943
55f57381b1c8a72c345dc92a,0351 4817444,,351,4817444,0351 4817444
55f57381b1c8a72c345dc92b,0351 8212281,,351,8212281,0351 8212281
55f57381b1c8a72c345dc961,0351 65606-83,,351,65606-83,0351 65606-83
55f57381b1c8a72c345dc963,+49 351 4940522,49,351,4940522,+49 351 4940522
55f57381b1c8a72c345dc986,+49 175 1952713,49,175,1952713,+49 175 1952713
55f57381b1c8a72c345dcac7,+49 351 6506398,49,351,6506398,+49 351 6506398
55f57381b1c8a72c345dcb87,0351 2635360,,351,2635360,0351 2635360
55f57382b1c8a72c345dd527,493516534108,,493516534108,,0493516534108 
55f57382b1c8a72c345dd52b,4935132990653,,4935132990653,,04935132990653 
55f57382b1c8a72c345dd7a1,+49 351 30724280,49,351,30724280,+49 351 30724280
55f57383b1c8a72c345dddf8,493516499880,,493516499880,,0493516499880 
55f57383b1c8a72c345de16a,+49 351 4213894,49,351,4213894,+49 351 4213894
55f57383b1c8a72c345de17d,+49 351 4217780,49,351,4217780,+49 351 4217780
55f57383b1c8a72c345de17e,+49 351 4135330,49,351,4135330,+49 351 4135330
55f57383b1c8a72c345de180,+49 351 4245000,49,351,4245000,+49 351 4245000
55f57383b1c8a72c345de1a5,+49 351 4279918,49,351,4279918,+49 351 4279918
55f57383b1c8a72c345de1f1,+49 351 48292780,49,351,48292780,+49 351 48292780
55f57383b1c8a72c345de24b,+49 351 483-2601,49,351,483-2601,+49 351 483-2601
55f57383b1c8a72c345de24f,+49 351 4887372,49,351,4887372,+49 351 4887372
55f57383b1c8a72c345de2ee,0351 43838981,,351,43838981,0351 43838981
55f57383b1c8a72c345de2ef,0351 2720992,,351,2720992,0351 2720992
55f57383b1c8a72c345de2f0,0351 5639438,,351,5639438,0351 5639438
55f57383b1c8a72c345de2f1,+49 351 79 515 0,49,351,79 515 0,+49 351 79 515 0
55f57383b1c8a72c345de2f2,+49-351-20929-29,49,351,20929-29,+49 351 20929-29
55f57383b1c8a72c345de2f7,0351 4845200,,351,4845200,0351 4845200
55f57383b1c8a72c345de303,0151 54846625,,151,54846625,0151 54846625
55f57383b1c8a72c345de649,035284552347,,35284552347,,035284552347 
55f57383b1c8a72c345de652,+49 351 41 727 - 0,49,351,41 727 - 0,+49 351 41 727 - 0
55f57383b1c8a72c345de66e,+49 351 48484999,49,351,48484999,+49 351 48484999
55f57383b1c8a72c345de684,0351 32367210,,351,32367210,0351 32367210
55f57384b1c8a72c345decbb,0351 48196766,,351,48196766,0351 48196766
55f57384b1c8a72c345decbc,0351 20660643,,351,20660643,0351 20660643
55f57384b1c8a72c345decbd,0351 8107884,,351,8107884,0351 8107884
55f57384b1c8a72c345decbe,0351 8032860,,351,8032860,0351 8032860
55f57384b1c8a72c345ded0c,+49 351 49771749,49,351,49771749,+49 351 49771749
55f57384b1c8a72c345ded0e,0351 2727390,,351,2727390,0351 2727390
55f57384b1c8a72c345ded0f,+49 351 48484760,49,351,48484760,+49 351 48484760
55f57384b1c8a72c345ded10,0351 48196701,,351,48196701,0351 48196701
55f57384b1c8a72c345ded19,0351 4818775,,351,4818775,0351 4818775
55f57384b1c8a72c345dee74,0351 5018888,,351,5018888,0351 5018888
55f57384b1c8a72c345df2b9,0351 4866666,,351,4866666,0351 4866666
55f57384b1c8a72c345df2ba,+49 351 3282173,49,351,3282173,+49 351 3282173
55f57384b1c8a72c345df3b3,+49 351 427 540 63,49,351,427 540 63,+49 351 427 540 63
55f57384b1c8a72c345df42a,03 51 2153887,,3,51 2153887,03 51 2153887
55f57384b1c8a72c345df42b,+49 351 32326420,49,351,32326420,+49 351 32326420
55f57384b1c8a72c345df42c,+49 351 8013819,49,351,8013819,+49 351 8013819
55f57384b1c8a72c345df42d,0351 8489072,,351,8489072,0351 8489072
55f57384b1c8a72c345df42e,+49 351 318290,49,351,318290,+49 351 318290
55f57384b1c8a72c345df42f,+49 351 48100210,49,351,48100210,+49 351 48100210
55f57384b1c8a72c345df431,+49 351 501200,49,351,501200,+49 351 501200
55f57385b1c8a72c345df688,+49 351 3138912,49,351,3138912,+49 351 3138912
55f57385b1c8a72c345df7ae,0351 4844742,,351,4844742,0351 4844742
55f57385b1c8a72c345df872,+49 351 8012546,49,351,8012546,+49 351 8012546
55f57385b1c8a72c345df88f,0351 4818920,,351,4818920,0351 4818920
55f57385b1c8a72c345dfa27,0351 49776927,,351,49776927,0351 49776927
55f57385b1c8a72c345dfa28,+49 351 4912712,49,351,4912712,+49 351 4912712
55f57385b1c8a72c345dfabe,+49 351 406 83 23,49,351,406 83 23,+49 351 406 83 23
55f57385b1c8a72c345dfb3d,0351 4961322,,351,4961322,0351 4961322
55f57385b1c8a72c345dfbc5,0351 4901510,,351,4901510,0351 4901510
55f57385b1c8a72c345dfbc6,0351 4829280,,351,4829280,0351 4829280
55f57385b1c8a72c345dfc07,0800 5895361,,800,5895361,0800 5895361
55f57385b1c8a72c345dfc08,+49 351 210455 0,49,351,210455 0,+49 351 210455 0
55f57385b1c8a72c345dfc0a,0800 17111711,,800,17111711,0800 17111711
55f57385b1c8a72c345dfc0c,0351 3129160,,351,3129160,0351 3129160
55f57385b1c8a72c345dfdf0,+49 351 4712177,49,351,4712177,+49 351 4712177
55f57385b1c8a72c345dfdf5,+49 351 2721200,49,351,2721200,+49 351 2721200
55f57385b1c8a72c345dfe59,0351 32018730,,351,32018730,0351 32018730
55f57385b1c8a72c345dfe5b,0351 4824911,,351,4824911,0351 4824911
55f57386b1c8a72c345e07b5,+49 351 2640095,49,351,2640095,+49 351 2640095
55f57386b1c8a72c345e099a,0351 30901040,,351,30901040,0351 30901040
55f57386b1c8a72c345e09ea,+49 3529 5350557,49,3529,5350557,+49 3529 5350557
55f57386b1c8a72c345e09eb,+49 3529 523962,49,3529,523962,+49 3529 523962
55f57387b1c8a72c345e12d6,+49 3529 512434,49,3529,512434,+49 3529 512434
55f57387b1c8a72c345e144e,49351272300,,49351272300,,049351272300 
55f57387b1c8a72c345e144f,493512723159,,493512723159,,0493512723159 
55f57387b1c8a72c345e1451,49351287930,,49351287930,,049351287930 
55f57387b1c8a72c345e14ac,0351 84389926,,351,84389926,0351 84389926
55f57387b1c8a72c345e14ae,0351 20543789,,351,20543789,0351 20543789
55f57387b1c8a72c345e14af,03 51 79526830,,3,51 79526830,03 51 79526830
55f57388b1c8a72c345e27b2,0351 8495160,,351,8495160,0351 8495160
55f57389b1c8a72c345e288a,+49 351 4469430,49,351,4469430,+49 351 4469430
55f57389b1c8a72c345e2a82,0351 2688631,,351,2688631,0351 2688631
55f57389b1c8a72c345e2a84,493512685322,,493512685322,,0493512685322 
55f57389b1c8a72c345e2b04,01624230526,,1624230526,,01624230526 
55f57389b1c8a72c345e34f3,+49 351 30707520,49,351,30707520,+49 351 30707520
55f5738ab1c8a72c345e3a1c,+49 351 6412700,49,351,6412700,+49 351 6412700
55f5738bb1c8a72c345e4327,+49 351 4600245,49,351,4600245,+49 351 4600245
55f5738cb1c8a72c345e58fd,+49 351 646340,49,351,646340,+49 351 646340
55f5738cb1c8a72c345e5963,+49 351 6412480,49,351,6412480,+49 351 6412480
55f5738db1c8a72c345e59eb,+49 351 26720506,49,351,26720506,+49 351 26720506
55f5738db1c8a72c345e615e,0351 8475601,,351,8475601,0351 8475601
55f5738db1c8a72c345e6194,493518043418,,493518043418,,0493518043418 
55f5738db1c8a72c345e619c,0351 8214774,,351,8214774,0351 8214774
55f5738db1c8a72c345e619d,0351 79525630,,351,79525630,0351 79525630
55f5738eb1c8a72c345e6778,493514718186,,493514718186,,0493514718186 
55f5738eb1c8a72c345e680b,+49 (0)351 803 04 27,49,351,803 04 27,+49 351 803 04 27
55f5738eb1c8a72c345e6d22,+49 351 4600337,49,351,4600337,+49 351 4600337
55f5738fb1c8a72c345e7418,03514417364,,3514417364,,03514417364 
55f5738fb1c8a72c345e7435,+49 351 3360530,49,351,3360530,+49 351 3360530
55f5738fb1c8a72c345e7437,+49 351 88889944,49,351,88889944,+49 351 88889944
55f5738fb1c8a72c345e76df,+49 351 8089 300,49,351,8089 300,+49 351 8089 300
55f5738fb1c8a72c345e7733,+49 351 4412389,49,351,4412389,+49 351 4412389
55f5738fb1c8a72c345e77d9,+49 351 643276,49,351,643276,+49 351 643276
55f5738fb1c8a72c345e79a0,+49 160 7206648,49,160,7206648,+49 160 7206648
55f5738fb1c8a72c345e7c98,+49 351 4762588,49,351,4762588,+49 351 4762588
55f5738fb1c8a72c345e7d03,+49 351 641980,49,351,641980,+49 351 641980
55f5738fb1c8a72c345e7de3,+49 172 3460936,49,172,3460936,+49 172 3460936
55f5738fb1c8a72c345e7de4,+49 351 6491430,49,351,6491430,+49 351 6491430
55f5738fb1c8a72c345e7de5,+49 351 85187464,49,351,85187464,+49 351 85187464
55f57390b1c8a72c345e7eab,+49 351 3102838,49,351,3102838,+49 351 3102838
55f57390b1c8a72c345e7f30,+49 351 6491721,49,351,6491721,+49 351 6491721
55f57390b1c8a72c345e7f31,+49 172 3633042,49,172,3633042,+49 172 3633042
55f57390b1c8a72c345e7f32,+49 351 6411131,49,351,6411131,+49 351 6411131
55f57390b1c8a72c345e7f33,+49 351 6505541,49,351,6505541,+49 351 6505541
55f57390b1c8a72c345e7f35,+49 351 4600510,49,351,4600510,+49 351 4600510
55f57390b1c8a72c345e7f36,+49 351 4600510,49,351,4600510,+49 351 4600510
55f57390b1c8a72c345e7f4c,+49 351 6494068,49,351,6494068,+49 351 6494068
55f57390b1c8a72c345e7f4d,+49 351 6413318,49,351,6413318,+49 351 6413318
55f57390b1c8a72c345e7f53,+49 351 6445651,49,351,6445651,+49 351 6445651
55f57390b1c8a72c345e800b,+49 351 4160281,49,351,4160281,+49 351 4160281
55f57390b1c8a72c345e8254,+49 351 46715787,49,351,46715787,+49 351 46715787
55f57390b1c8a72c345e82f1,+49 351 40752498,49,351,40752498,+49 351 40752498
55f57390b1c8a72c345e83a9,+49 351 2523005,49,351,2523005,+49 351 2523005
55f57393b1c8a72c345ea63f,+49 351 6490142,49,351,6490142,+49 351 6490142
55f57393b1c8a72c345ea640,+49 351 6469100,49,351,6469100,+49 351 6469100
55f57393b1c8a72c345ea641,+49 351 4213666,49,351,4213666,+49 351 4213666
55f57393b1c8a72c345ea7c0,+49 174 3201322,49,174,3201322,+49 174 3201322
55f57393b1c8a72c345ea917,493514425599,,493514425599,,0493514425599 
55f57393b1c8a72c345eabcf,+49 351 4015210,49,351,4015210,+49 351 4015210
55f57393b1c8a72c345eabd0,+49 351 4030362,49,351,4030362,+49 351 4030362
55f57394b1c8a72c345eb044,+49 351 4718841,49,351,4718841,+49 351 4718841
55f57394b1c8a72c345eb4f0,+49 351 4213133,49,351,4213133,+49 351 4213133
55f57394b1c8a72c345eb714,+49 351 8412626,49,351,8412626,+49 351 8412626
55f57394b1c8a72c345eb734,+49 351 2687616,49,351,2687616,+49 351 2687616
55f57394b1c8a72c345eb744,+49 351 2689230,49,351,2689230,+49 351 2689230
55f57394b1c8a72c345eb745,+49 351 2025806,49,351,2025806,+49 351 2025806
55f57394b1c8a72c345eb748,+49 351 4604662,49,351,4604662,+49 351 4604662
55f57394b1c8a72c345eb749,+49 351 2656550,49,351,2656550,+49 351 2656550
55f57394b1c8a72c345eb77e,+49 351 86287705,49,351,86287705,+49 351 86287705
55f57394b1c8a72c345eb962,+49 351 4028090,49,351,4028090,+49 351 4028090
55f57395b1c8a72c345ebccc,+49 351 4287105,49,351,4287105,+49 351 4287105
55f57395b1c8a72c345ebcdd,+49 351 6491384,49,351,6491384,+49 351 6491384
55f57395b1c8a72c345ec013,+49 351 64894600,49,351,64894600,+49 351 64894600
55f57395b1c8a72c345ec014,+49 351 64894600,49,351,64894600,+49 351 64894600
55f57395b1c8a72c345ec6fb,+49 351 88961850,49,351,88961850,+49 351 88961850
55f57395b1c8a72c345ec6fc,+49 351 8906405,49,351,8906405,+49 351 8906405
55f57395b1c8a72c345ec6fd,+49 351 8906405,49,351,8906405,+49 351 8906405
55f57395b1c8a72c345ec814,493512654900,,493512654900,,0493512654900 
55f57396b1c8a72c345ecfdd,+49 351 4711192,49,351,4711192,+49 351 4711192
55f57398b1c8a72c345ee571,0351 4820680,,351,4820680,0351 4820680
55f57398b1c8a72c345eea6a,+49 351 8807577,49,351,8807577,+49 351 8807577
55f57399b1c8a72c345ef59d,+49 351.656 709 40,49,351,656 709 40,+49 351 656 709 40
55f57399b1c8a72c345ef616,+49 351 656 709 42,49,351,656 709 42,+49 351 656 709 42
55f57399b1c8a72c345ef617,+49 351 88937659,49,351,88937659,+49 351 88937659
55f5739ab1c8a72c345efaed,+49 351 8021045,49,351,8021045,+49 351 8021045
55f5739cb1c8a72c345f12e1,+49 351 4279079,49,351,4279079,+49 351 4279079
55f5739eb1c8a72c345f2f15,493528442666,,493528442666,,0493528442666 
55f5739eb1c8a72c345f2f16,493579531620,,493579531620,,0493579531620 
55f5739eb1c8a72c345f2f17,493579531620,,493579531620,,0493579531620 
55f5739eb1c8a72c345f2f18,493579531620,,493579531620,,0493579531620 
55f5739eb1c8a72c345f2f19,493579531620,,493579531620,,0493579531620 
55f5739eb1c8a72c345f2f1a,493579531620,,493579531620,,0493579531620 
55f5739eb1c8a72c345f2f1b,4903514550,,4903514550,,04903514550 
55f5739eb1c8a72c345f3607,+49 0351 655601001,49,351,655601001,+49 351 655601001
55f5739fb1c8a72c345f3813,+49 351 89737076,49,351,89737076,+49 351 89737076
55f5739fb1c8a72c345f3942,+49 351 6489670,49,351,6489670,+49 351 6489670
55f5739fb1c8a72c345f3a74,+49 351 49 77 63 95,49,351,49 77 63 95,+49 351 49 77 63 95
55f573a0b1c8a72c345f40aa,+49 351 8031337,49,351,8031337,+49 351 8031337
55f573a0b1c8a72c345f40d0,+49 351 4763184,49,351,4763184,+49 351 4763184
55f573a0b1c8a72c345f42ba,+49 351 463 36933,49,351,463 36933,+49 351 463 36933
55f573a0b1c8a72c345f453c,+49 351 6531236,49,351,6531236,+49 351 6531236
55f573a0b1c8a72c345f476c,+49 351 436 37 25,49,351,436 37 25,+49 351 436 37 25
55f573a1b1c8a72c345f5412,+49 351 4401887,49,351,4401887,+49 351 4401887
55f573a1b1c8a72c345f555d,+49 351 8360595,49,351,8360595,+49 351 8360595
55f573a2b1c8a72c345f598f,+49 351 4590863,49,351,4590863,+49 351 4590863
55f573a2b1c8a72c345f5990,+49 351 3184339,49,351,3184339,+49 351 3184339
55f573a2b1c8a72c345f5a0c,+49-1520-1412188,49,1520,1412188,+49 1520 1412188
55f573a2b1c8a72c345f5a50,+49 351 33299228,49,351,33299228,+49 351 33299228
55f573a2b1c8a72c345f62a0,+49 351 463-38226,49,351,463-38226,+49 351 463-38226
55f573a3b1c8a72c345f6bf1,0351 4812340,,351,4812340,0351 4812340
55f573a3b1c8a72c345f6bf2,+49 351 463-34788,49,351,463-34788,+49 351 463-34788
55f573a3b1c8a72c345f6d95,493512618849,,493512618849,,0493512618849 
55f573a3b1c8a72c345f6da9,+49 351 2153615,49,351,2153615,+49 351 2153615
55f573a3b1c8a72c345f6dc1,+49 351 2666906,49,351,2666906,+49 351 2666906
55f573a3b1c8a72c345f6dc2,+49 351 4606082,49,351,4606082,+49 351 4606082
55f573a3b1c8a72c345f6dc3,+49 351 4606085,49,351,4606085,+49 351 4606085
55f573a3b1c8a72c345f6de8,+49 351 4605380,49,351,4605380,+49 351 4605380
55f573a3b1c8a72c345f6deb,+49 351 2678850,49,351,2678850,+49 351 2678850
55f573a3b1c8a72c345f6e2e,0351 2605081,,351,2605081,0351 2605081
55f573a3b1c8a72c345f6e30,+49 351 811 9522 0,49,351,811 9522 0,+49 351 811 9522 0
55f573a3b1c8a72c345f6ee9,+49 351 2618238,49,351,2618238,+49 351 2618238
55f573a3b1c8a72c345f6eed,+49 351 2872502,49,351,2872502,+49 351 2872502
55f573a3b1c8a72c345f6eee,+49 351 2688051,49,351,2688051,+49 351 2688051
55f573a3b1c8a72c345f7106,+49 351 31 40 36 13,49,351,31 40 36 13,+49 351 31 40 36 13
55f573a3b1c8a72c345f72ec,+49 351 4030639,49,351,4030639,+49 351 4030639
55f573a4b1c8a72c345f77a4,0351 8975500,,351,8975500,0351 8975500
55f573a4b1c8a72c345f77a5,03 51 2549366,,3,51 2549366,03 51 2549366
55f573a4b1c8a72c345f7f0c,4935146333904,,4935146333904,,04935146333904 
55f573a5b1c8a72c345f808b,+49 351 4819739,49,351,4819739,+49 351 4819739
55f573a5b1c8a72c345f808c,+49 351 6568380,49,351,6568380,+49 351 6568380
55f573a5b1c8a72c345f808d,+49-351-4820758,49,351,4820758,+49 351 4820758
55f573a5b1c8a72c345f80a0,+ 49 351 21969700,49,351,21969700,+49 351 21969700
55f573a5b1c8a72c345f835d,+ 49 351 2530495,49,351,2530495,+49 351 2530495
55f573a5b1c8a72c345f8384,0351 817050,,351,817050,0351 817050
55f573a5b1c8a72c345f8388,0351 8797938,,351,8797938,0351 8797938
55f573a5b1c8a72c345f839d,493518014319,,493518014319,,0493518014319 
55f573a5b1c8a72c345f849c,+49 351 7993025,49,351,7993025,+49 351 7993025
55f573a5b1c8a72c345f89b3,+49 351 2618471,49,351,2618471,+49 351 2618471
55f573a5b1c8a72c345f89b4,+49 152 22803477,49,152,22803477,+49 152 22803477
55f573a5b1c8a72c345f8abd,035179995010,,35179995010,,035179995010 
55f573a5b1c8a72c345f8d3b,+49 351 6536168,49,351,6536168,+49 351 6536168
55f573a6b1c8a72c345f9175,+49 351 4 71 95 72,49,351,4 71 95 72,+49 351 4 71 95 72
55f573a6b1c8a72c345f9255,0351 2167095,,351,2167095,0351 2167095
55f573a6b1c8a72c345f9256,0351 79676881,,351,79676881,0351 79676881
55f573a6b1c8a72c345f92bf,+49 351 6557070,49,351,6557070,+49 351 6557070
55f573a6b1c8a72c345f92c0,0351 88478 0,,351,88478 0,0351 88478 0
55f573a6b1c8a72c345f9528,+49 351 8996111,49,351,8996111,+49 351 8996111
55f573a6b1c8a72c345f9529,0171 9901982,,171,9901982,0171 9901982
55f573a6b1c8a72c345f952a,0351 8013904,,351,8013904,0351 8013904
55f573a6b1c8a72c345f96a7,+49 35 28 - 22 906 22,49,35,28 - 22 906 22,+49 35 28 - 22 906 22
55f573a6b1c8a72c345f96a8,+49 3528 450 230,49,3528,450 230,+49 3528 450 230
55f573a7b1c8a72c345f9cb8,+49 351 8091 111,49,351,8091 111,+49 351 8091 111
55f573a7b1c8a72c345f9cb9,0351 8045430,,351,8045430,0351 8045430
55f573a7b1c8a72c345f9cbd,0351 829775100,,351,829775100,0351 829775100
55f573a7b1c8a72c345f9cc8,0351 6534007,,351,6534007,0351 6534007
55f573a7b1c8a72c345f9ccf,0351 8013904,,351,8013904,0351 8013904
55f573a7b1c8a72c345f9cd1,0351 8794453,,351,8794453,0351 8794453
55f573a7b1c8a72c345f9cd2,0351 8108187,,351,8108187,0351 8108187
55f573a7b1c8a72c345f9d15,0351 5638527,,351,5638527,0351 5638527
55f573a7b1c8a72c345f9d16,+49 351 6568925,49,351,6568925,+49 351 6568925
55f573a7b1c8a72c345f9d17,0351 8047076,,351,8047076,0351 8047076
55f573a7b1c8a72c345f9d18,0351 7923531,,351,7923531,0351 7923531
55f573a7b1c8a72c345f9d43,0351 2167430,,351,2167430,0351 2167430
55f573a7b1c8a72c345f9d44,0351 2721371,,351,2721371,0351 2721371
55f573a7b1c8a72c345f9d46,0351 8020445,,351,8020445,0351 8020445
55f573a7b1c8a72c345f9d51,0351 8044373,,351,8044373,0351 8044373
55f573a7b1c8a72c345f9d52,0351 3240711,,351,3240711,0351 3240711
55f573a7b1c8a72c345f9d53,0351 8107330,,351,8107330,0351 8107330
55f573a7b1c8a72c345f9db8,0351 210790,,351,210790,0351 210790
55f573a7b1c8a72c345f9eeb,035201/70416,,35201,70416,035201 70416
55f573a7b1c8a72c345fa2bd,+49 3501 548045,49,3501,548045,+49 3501 548045
55f573a8b1c8a72c345fab2b,+49 351 4759250,49,351,4759250,+49 351 4759250
55f573a8b1c8a72c345fae4e,0351 4901257,,351,4901257,0351 4901257
55f573a8b1c8a72c345fb30b,01603340413,,1603340413,,01603340413 
55f573a8b1c8a72c345fb35e,+49 351 2524063,49,351,2524063,+49 351 2524063
55f573a8b1c8a72c345fb3a1,+49 3528 40 74 026,49,3528,40 74 026,+49 3528 40 74 026
55f573a9b1c8a72c345fb446,+49 351 481 70 25,49,351,481 70 25,+49 351 481 70 25
55f573a9b1c8a72c345fb5ff,+49 351 64660,49,351,64660,+49 351 64660
55f573a9b1c8a72c345fb6f6,0351 8473630,,351,8473630,0351 8473630
55f573a9b1c8a72c345fb700,0351 84718360,,351,84718360,0351 84718360
55f573a9b1c8a72c345fb844,0180 1494949,,180,1494949,0180 1494949
55f573aab1c8a72c345fc65b,+49 176 39060991,49,176,39060991,+49 176 39060991
55f573aab1c8a72c345fc668,+49 351 8495679,49,351,8495679,+49 351 8495679
55f573aab1c8a72c345fc8f8,+49 351 65268890,49,351,65268890,+49 351 65268890
55f573abb1c8a72c345fd1ee,+49 351 643555,49,351,643555,+49 351 643555
55f573abb1c8a72c345fd403,+49 351 6413773,49,351,6413773,+49 351 6413773
55f573abb1c8a72c345fd40a,+49 351 6495840,49,351,6495840,+49 351 6495840
55f573abb1c8a72c345fd516,+49 351 6418797,49,351,6418797,+49 351 6418797
55f573abb1c8a72c345fd8ac,035132326400,,35132326400,,035132326400 
55f573abb1c8a72c345fda03,+49-351-3361335,49,351,3361335,+49 351 3361335
55f573acb1c8a72c345fdc15,+49 351 643566,49,351,643566,+49 351 643566
55f573acb1c8a72c345fde1e,+49 351 6491245,49,351,6491245,+49 351 6491245
55f573acb1c8a72c345fde23,+49 351 6491955,49,351,6491955,+49 351 6491955
55f573acb1c8a72c345fdeb9,+49 351 643797,49,351,643797,+49 351 643797
55f573acb1c8a72c345fe010,+49 351 6493317,49,351,6493317,+49 351 6493317
55f573acb1c8a72c345fe12a,0049 351 3263218,49,351,3263218,+49 351 3263218
55f573acb1c8a72c345fe344,+49 351 65861413,49,351,65861413,+49 351 65861413
55f573acb1c8a72c345fe4c3,+49 351 8045493,49,351,8045493,+49 351 8045493
55f573aeb1c8a72c345ff56e,+49 351 2502772,49,351,2502772,+49 351 2502772
55f573aeb1c8a72c345ffbac,0351 6465056,,351,6465056,0351 6465056
55f573aeb1c8a72c345ffbfb,+49 35204 60793,49,35204,60793,+49 35204 60793
55f573aeb1c8a72c34600011,+49 35204 239823,49,35204,239823,+49 35204 239823
55f573aeb1c8a72c3460014b,+49 35204 61410,49,35204,61410,+49 35204 61410
55f573afb1c8a72c34600a98,+49 351 4718097,49,351,4718097,+49 351 4718097
55f573afb1c8a72c34600d71,+49 351 8474250,49,351,8474250,+49 351 8474250
55f573afb1c8a72c34600db3,493518103197,,493518103197,,0493518103197 
55f573b0b1c8a72c346012f6,+49 351 6441320,49,351,6441320,+49 351 6441320
55f573b0b1c8a72c3460137d,+49 351 4702004,49,351,4702004,+49 351 4702004
55f573b0b1c8a72c34601386,0351 4823745,,351,4823745,0351 4823745
55f573b1b1c8a72c34602096,+49 351 25020828,49,351,25020828,+49 351 25020828
55f573b1b1c8a72c34602099,+49 351 2598342,49,351,2598342,+49 351 2598342
55f573b1b1c8a72c34602302,0351/42438256,,351,42438256,0351 42438256
55f573b1b1c8a72c346023b8,+49 351 4333760,49,351,4333760,+49 351 4333760
55f573b3b1c8a72c346036a9,49 351 4798233,,49,351 4798233,049 351 4798233
55f573b3b1c8a72c346036aa,+49 351 4798690,49,351,4798690,+49 351 4798690
55f573b3b1c8a72c346036ab,+49 351 8435070,49,351,8435070,+49 351 8435070
55f573b3b1c8a72c346036ac,+49 351 8475619,49,351,8475619,+49 351 8475619
55f573b3b1c8a72c346036ad,+49 351 853740,49,351,853740,+49 351 853740
55f573b3b1c8a72c3460373b,+49 351 32172036,49,351,32172036,+49 351 32172036
55f573b3b1c8a72c34603787,+49 351 8486740,49,351,8486740,+49 351 8486740
55f573b3b1c8a72c34603aa7,+49 351 852880,49,351,852880,+49 351 852880
55f573b3b1c8a72c34603aa8,+49 351 89490204,49,351,89490204,+49 351 89490204
55f573b3b1c8a72c34603c27,+49 351 8581674,49,351,8581674,+49 351 8581674
55f573b4b1c8a72c34604122,+49 351 8488721,49,351,8488721,+49 351 8488721
